date,flow
10/09/2023,26.1
11/09/2023,25.7
12/09/2023,25.4
13/09/2023,25.1
14/09/2023,25.1
15/09/2023,25.4
16/09/2023,25.6
17/09/2023,25.5
18/09/2023,25
19/09/2023,24.7
20/09/2023,23.9
21/09/2023,23.8
22/09/2023,23.7
23/09/2023,23.6
24/09/2023,25.1
25/09/2023,34.9
26/09/2023,39.1
27/09/2023,32.3
28/09/2023,29.9
29/09/2023,28.2
30/09/2023,27.1
01/10/2023,26.4
02/10/2023,25.9
03/10/2023,25.4
04/10/2023,25
05/10/2023,24.8
06/10/2023,25.2
07/10/2023,24.8
08/10/2023,24.4
09/10/2023,24.2
10/10/2023,23.8
11/10/2023,23.6
12/10/2023,23.4
13/10/2023,23.3
14/10/2023,23.2
15/10/2023,23.2
16/10/2023,23.2
17/10/2023,23.2
18/10/2023,23.4
19/10/2023,23.3
20/10/2023,23.1
21/10/2023,19.7
22/10/2023,12.7
23/10/2023,15.5
24/10/2023,13.4
25/10/2023,12.4
26/10/2023,13.9
27/10/2023,18.7
28/10/2023,18.7
29/10/2023,19.6
30/10/2023,18.5
31/10/2023,16.9
01/11/2023,17.6
02/11/2023,18.2
03/11/2023,18.6
04/11/2023,30.9
05/11/2023,52.7
06/11/2023,68.6
07/11/2023,88.1
08/11/2023,87.9
09/11/2023,132
10/11/2023,114
11/11/2023,128
12/11/2023,181
13/11/2023,147
14/11/2023,111
15/11/2023,89.6
16/11/2023,94.3
17/11/2023,96.5
18/11/2023,117
19/11/2023,121
20/11/2023,104
21/11/2023,88.4
22/11/2023,372
23/11/2023,492
24/11/2023,366
25/11/2023,404
26/11/2023,358
27/11/2023,274
28/11/2023,237
29/11/2023,352
30/11/2023,302
01/12/2023,288
02/12/2023,382
03/12/2023,396
04/12/2023,352
05/12/2023,284
06/12/2023,232
07/12/2023,195
08/12/2023,166
09/12/2023,145
10/12/2023,130
11/12/2023,119
12/12/2023,109
13/12/2023,101
14/12/2023,111
15/12/2023,225
16/12/2023,213
17/12/2023,180
18/12/2023,155
19/12/2023,139
20/12/2023,129
21/12/2023,122
22/12/2023,118
23/12/2023,116
24/12/2023,110
25/12/2023,106
26/12/2023,102
27/12/2023,97.9
28/12/2023,92.1
29/12/2023,87.1
30/12/2023,83.1
31/12/2023,78.7
01/01/2024,74.9
02/01/2024,79.1
03/01/2024,87.3
04/01/2024,87.9
05/01/2024,96.7
06/01/2024,96.5
07/01/2024,97.1
08/01/2024,98.9
09/01/2024,91.9
10/01/2024,83
11/01/2024,76.9
12/01/2024,72.3
13/01/2024,68.3
14/01/2024,64.2
15/01/2024,62.4
16/01/2024,62.6
17/01/2024,60.3
18/01/2024,64.6
19/01/2024,133
20/01/2024,182
21/01/2024,164
22/01/2024,136
23/01/2024,118
24/01/2024,105
25/01/2024,95.6
26/01/2024,87.8
27/01/2024,81.4
28/01/2024,76.3
29/01/2024,71.1
30/01/2024,66.7
31/01/2024,62.4
01/02/2024,59.6
02/02/2024,57.7
03/02/2024,55.3
04/02/2024,53.1
05/02/2024,52.3
06/02/2024,52.1
07/02/2024,52.9
08/02/2024,55.5
09/02/2024,56.6
10/02/2024,56.4
11/02/2024,61.9
12/02/2024,98.7
13/02/2024,111
14/02/2024,104
15/02/2024,92.3
16/02/2024,83.7
17/02/2024,76.7
18/02/2024,70.5
19/02/2024,65.7
20/02/2024,62.4
21/02/2024,59.3
22/02/2024,56.2
23/02/2024,53.8
24/02/2024,54.3
25/02/2024,92.6
26/02/2024,125
27/02/2024,115
28/02/2024,101
29/02/2024,90.3
01/03/2024,85.9
02/03/2024,84.8
03/03/2024,79.6
04/03/2024,74.2
05/03/2024,69.4
06/03/2024,65.5
07/03/2024,64.8
08/03/2024,62.6
09/03/2024,59.1
10/03/2024,56.8
11/03/2024,58.9
12/03/2024,92.2
13/03/2024,104
14/03/2024,103
15/03/2024,96.4
16/03/2024,89.6
17/03/2024,86.2
18/03/2024,84.8
19/03/2024,84.3
20/03/2024,81.9
21/03/2024,77.5
22/03/2024,73.2
23/03/2024,69.4
24/03/2024,67
25/03/2024,76
26/03/2024,81
27/03/2024,84.8
28/03/2024,137
29/03/2024,180
30/03/2024,168
31/03/2024,153
01/04/2024,140
02/04/2024,133
03/04/2024,132
04/04/2024,122
05/04/2024,109
06/04/2024,99.4
07/04/2024,94.6
08/04/2024,93.8
09/04/2024,93.5
10/04/2024,90.9
11/04/2024,87.7
12/04/2024,84
13/04/2024,81.5
14/04/2024,77.9
15/04/2024,74.4
16/04/2024,72.4
17/04/2024,81.4
18/04/2024,109
19/04/2024,105
20/04/2024,91.4
21/04/2024,81.2
22/04/2024,75.7
23/04/2024,71
24/04/2024,97.8
25/04/2024,101
26/04/2024,93.3
27/04/2024,84.2
28/04/2024,76.3
29/04/2024,70.5
30/04/2024,67.3
01/05/2024,65.5
02/05/2024,65.5
03/05/2024,70.2
04/05/2024,84.5
05/05/2024,93.7
06/05/2024,83.5
07/05/2024,76.1
08/05/2024,72.1
09/05/2024,70.6
10/05/2024,69.2
11/05/2024,65.3
12/05/2024,61.3
13/05/2024,58.4
14/05/2024,55.6
15/05/2024,55.4
16/05/2024,52.2
17/05/2024,50.9
18/05/2024,49.2
19/05/2024,48.6
20/05/2024,53.2
21/05/2024,50.2
22/05/2024,47.8
23/05/2024,47.7
24/05/2024,45.1
25/05/2024,42.9
26/05/2024,42.1
27/05/2024,44.9
28/05/2024,40.5
29/05/2024,41.7
30/05/2024,39.4
31/05/2024,37.6
01/06/2024,36.3
02/06/2024,35.6
03/06/2024,35.6
04/06/2024,34.9
05/06/2024,33.5
06/06/2024,32.4
07/06/2024,30.1
08/06/2024,28.7
09/06/2024,28.2
10/06/2024,27.1
11/06/2024,26.2
12/06/2024,25.6
13/06/2024,24.6
14/06/2024,26.4
15/06/2024,25.7
16/06/2024,23.9
17/06/2024,22.7
18/06/2024,21.6
19/06/2024,20.6
20/06/2024,19.8
21/06/2024,19
22/06/2024,18.4
23/06/2024,19.5
24/06/2024,19.9
25/06/2024,22.4
26/06/2024,21
27/06/2024,22.6
28/06/2024,24.2
29/06/2024,20.8
30/06/2024,18.8
01/07/2024,17.4
02/07/2024,18.4
03/07/2024,28.8
04/07/2024,24.8
05/07/2024,22.6
06/07/2024,20.9
07/07/2024,19.7
08/07/2024,18.5
09/07/2024,17.7
10/07/2024,16.8
11/07/2024,16.2
12/07/2024,15.5
13/07/2024,15
14/07/2024,14.6
15/07/2024,14.5
16/07/2024,14.1
17/07/2024,13.9
18/07/2024,14.2
19/07/2024,14.8
20/07/2024,14.3
21/07/2024,14.1
22/07/2024,13.7
23/07/2024,13.2
24/07/2024,13.7
25/07/2024,14.3
26/07/2024,13.5
27/07/2024,13
28/07/2024,12.7
29/07/2024,12.3
30/07/2024,11.9
31/07/2024,11.7
01/08/2024,11.6
02/08/2024,11.5
03/08/2024,12
04/08/2024,12.8
05/08/2024,12.1
06/08/2024,11.6
07/08/2024,11.3
08/08/2024,11.2
09/08/2024,11.4
10/08/2024,11.6
11/08/2024,11.1
12/08/2024,10.7
13/08/2024,10.4
14/08/2024,10.3
15/08/2024,10.5
16/08/2024,10.2
17/08/2024,10
18/08/2024,9.93
19/08/2024,10.7
20/08/2024,11.6
21/08/2024,11.3
22/08/2024,11.2
23/08/2024,10.8
24/08/2024,10.4
25/08/2024,10.2
26/08/2024,9.9
27/08/2024,9.76
28/08/2024,9.71
29/08/2024,9.74
30/08/2024,9.91
31/08/2024,9.75
01/09/2024,9.8
02/09/2024,9.63
03/09/2024,9.6
04/09/2024,11.4
05/09/2024,14.5
06/09/2024,14.8
07/09/2024,15
08/09/2024,14.5
09/09/2024,13.3
10/09/2024,15.6
11/09/2024,17.3
12/09/2024,18.7
13/09/2024,21.3
14/09/2024,28.3
15/09/2024,42.3
16/09/2024,41.6
17/09/2024,35.9
18/09/2024,31.8
19/09/2024,29.4
20/09/2024,28
21/09/2024,27.1
22/09/2024,25.7
23/09/2024,24.5
24/09/2024,24.3
25/09/2024,28
26/09/2024,29.5
27/09/2024,29.6
28/09/2024,28
29/09/2024,27.4
30/09/2024,26.9
01/10/2024,26.3
02/10/2024,25.6
03/10/2024,24.8
04/10/2024,28.3
05/10/2024,59.6
06/10/2024,73.2
07/10/2024,66.3
08/10/2024,55.9
09/10/2024,47
10/10/2024,43
11/10/2024,40.7
12/10/2024,40.1
13/10/2024,37.7
14/10/2024,35.5
15/10/2024,33.5
16/10/2024,32.1
17/10/2024,30.6
18/10/2024,29.4
19/10/2024,28.4
20/10/2024,27.6
21/10/2024,26.8
22/10/2024,25.8
23/10/2024,25.2
24/10/2024,24.5
25/10/2024,24
26/10/2024,23.5
27/10/2024,23.2
28/10/2024,22.7
29/10/2024,22.3
30/10/2024,22
31/10/2024,21.7
01/11/2024,21.5
02/11/2024,21.2
03/11/2024,21
04/11/2024,20.6
05/11/2024,20.4
06/11/2024,20.2
07/11/2024,20.1
08/11/2024,19.8
09/11/2024,19.6
10/11/2024,19.5
11/11/2024,19.4
12/11/2024,19.1
13/11/2024,19
14/11/2024,19.2
15/11/2024,19.3
16/11/2024,18.9
17/11/2024,18.6
18/11/2024,18.4
19/11/2024,18.3
20/11/2024,18.6
21/11/2024,28.9
22/11/2024,43.3
23/11/2024,173
24/11/2024,169
25/11/2024,115
26/11/2024,84.7
27/11/2024,67.9
28/11/2024,58.2
29/11/2024,56.3
30/11/2024,58.3
01/12/2024,57.8
02/12/2024,55.4
03/12/2024,52
04/12/2024,49.7
05/12/2024,48.1
06/12/2024,46.9
07/12/2024,67.3
08/12/2024,89.8
09/12/2024,83.5
10/12/2024,81.1
11/12/2024,75.8
12/12/2024,70.3
13/12/2024,65.8
14/12/2024,61.8
15/12/2024,64.5
16/12/2024,67.5
17/12/2024,63.5
18/12/2024,59.6
19/12/2024,57
20/12/2024,55.7
21/12/2024,66.8
22/12/2024,69.7
23/12/2024,66.9
24/12/2024,72.9
25/12/2024,67.8
26/12/2024,61.9
27/12/2024,57.5
28/12/2024,53.9
29/12/2024,51.4
30/12/2024,48.8
31/12/2024,46.6
