0,1,2,3,4,5,6
,,,,,,
2019-01-01,5.001953125,8.146484375,3.7568359375,3.7294921875,0.416015625,1.703125
2019-01-02,2.6162109375,3.3056640625,1.7880859375,2.0673828125,0.046875,0.4140625
2019-01-03,0.880859375,1.564453125,0.419921875,0.6201171875,0.052734375,0.1240234375
2019-01-04,4.76953125,8.8330078125,2.29296875,3.1533203125,0.263671875,1.6240234375
2019-01-05,1.7919921875,2.8876953125,1.2890625,1.6318359375,0.1953125,0.771484375
2019-01-06,1.9912109375,2.236328125,1.6875,1.298828125,2.8076171875,1.4765625
2019-01-07,7.6796875,9.9716796875,19.2158203125,15.6015625,29.3466796875,30.3662109375
2019-01-08,4.3916015625,7.125,4.7333984375,5.41015625,1.365234375,5.197265625
2019-01-09,0.583984375,0.8642578125,0.3623046875,0.2646484375,0.109375,0.849609375
2019-01-10,0.181640625,0.208984375,0.1015625,0.0849609375,0.0,0.044921875
2019-01-11,0.3798828125,0.6484375,0.470703125,0.3671875,0.0966796875,0.369140625
2019-01-12,7.4384765625,8.61328125,8.0849609375,5.8603515625,10.5126953125,6.84375
2019-01-13,1.1845703125,6.0185546875,0.576171875,0.7998046875,0.0,0.224609375
2019-01-14,0.0,0.0,0.0,0.0,0.0,0.06640625
2019-01-15,0.0,0.0,0.03125,0.0,0.0498046875,0.2744140625
2019-01-16,0.0,0.40234375,0.1962890625,0.0,0.0,5.1513671875
2019-01-17,0.271484375,0.240234375,6.26953125,0.0,0.0,8.365234375
2019-01-18,0.0,0.8408203125,2.626953125,0.0,0.0,4.0712890625
2019-01-19,0.115234375,0.15625,0.8818359375,0.0,0.0,0.46875
2019-01-20,2.25390625,1.6005859375,8.2109375,1.638671875,0.4912109375,14.578125
2019-01-21,0.0,0.0,1.064453125,0.0,0.0,3.8369140625
2019-01-22,1.5078125,2.9091796875,0.583984375,1.2802734375,0.0,1.0537109375
2019-01-23,10.796875,12.513671875,10.3779296875,12.412109375,7.9873046875,10.2958984375
2019-01-24,3.5703125,3.8466796875,1.892578125,2.5947265625,0.7216796875,1.533203125
2019-01-25,0.0,0.0,0.4013671875,0.0,1.353515625,0.7001953125
2019-01-26,0.0,0.0,16.5576171875,4.9853515625,7.10546875,38.0234375
2019-01-27,0.0,0.642578125,0.9013671875,0.1767578125,0.0,1.1083984375
2019-01-28,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-29,0.1279296875,1.7490234375,2.556640625,0.955078125,7.2890625,3.740234375
2019-01-30,0.0,0.0,0.0,0.0,0.0,11.3037109375
2019-01-31,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-02,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-03,0.0,0.0,0.0,0.0,0.0,0.9814453125
2019-03-04,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-05,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-06,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-07,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08,0.0,0.0,0.0,0.0,0.0,0.0
